DOI,publisher,journal,title,published_date,search_engine,search_keyword,searched_date,crawl_type,crawled_type,crawl_time [sec],crawled_date,HTML_download,PDF_download,PDF_download_url,PDF_download_type,PDF_to_XML,Num_of_paragraphs,Num_of_captions,Num_of_figures,% of HTML_download,% of PDF_download,% of figure extraction,Index
10.2139/ssrn.3935581,None,['SSRN Electronic Journal'],['Heterostructure Carbon-Packed Mosse Nanospheres for Flexible Reram and Synapse Devices'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,997.0
10.22184/1993-8578.2020.13.4s.613.615,None,['NANOINDUSTRY Russia'],['?鬼鬼????????? ????龜??????竅奎 ????-鬼龜?叫?龜叫? ?? ?鬼???? LPCVD SI3N4-鬼??赳 ??赳 RERAM'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,998.0
10.1051/lhb/1980032,None,['La Houille Blanche'],['Application des mod챔les aux 챕tudes de ruissellement urbain : le programme RERAM'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,999.0
10.1016/j.micpro.2022.104450,None,['Microprocessors and Microsystems'],['DQN based page allocation for ReRAM main memory'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,1000.0
10.1016/j.mejo.2019.104616,None,['Microelectronics Journal'],['Electrical model of multi-level bipolar Ta2O5/TaOx Bi-layered ReRAM'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,32.0,3.0,2.0,1.0,1.0,0.666666667,1001.0
10.1149/ma2016-02/16/1441,None,['ECS Meeting Abstracts'],['(Invited) Material and Device Design for Practical Application of Highly-Reliable and High-Density ReRAM'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,1002.0
10.3390/ma12233972,None,['Materials'],['Impact of Line Edge Roughness on ReRAM Uniformity and Scaling'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,37.0,5.0,5.0,1.0,1.0,1.0,1003.0
10.22184/1993-8578.2022.15.8s.537.540,None,['Nanoindustry Russia'],['圭???槻?鬼??赳 ?????糾 ????鬼龜?????? ??????規槻???赳 ? RERAM-鬼龜?叫?龜叫??奎 ?? ?鬼???? ??鬼??? ??圭??赳'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,1004.0
10.3390/electronics11132107,None,['Electronics'],['Design Framework for ReRAM-Based DNN Accelerators with Accuracy and Hardware Evaluation'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,1005.0
10.4313/jkem.2012.25.3.182,None,['Journal of the Korean Institute of Electrical and Electronic Material Engineers'],['Field-induced Resistive Switching in Ge<sub>25</sub>Se<sub>75</sub>-based ReRAM Device'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,1006.0
10.1007/s42452-020-03267-z,Springer,['SN Applied Sciences'],['Non-volatile SRAM memory cells based on ReRAM technology'],,crossref,,,html,html,,,O,X,,,X,69.0,16.0,16.0,1.0,0.0,1.0,1007.0
10.1007/s00542-019-04582-1,Springer,['Microsystem Technologies'],['Design of memristor based low power and highly reliable ReRAM cell'],,crossref,,,html,html,,,O,X,,,X,96.0,26.0,26.0,1.0,0.0,1.0,1008.0
10.1557/opl.2012.1101,None,['MRS Proceedings'],['High Total-Dose Proton Radiation Tolerance in TiN/HfO<sub>2</sub>/TiN ReRAM Devices'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,9.0,3.0,3.0,1.0,1.0,1.0,1009.0
10.22184/1993-8578.2020.13.5s.670.672,None,['Nanoindustry Russia'],['?鬼鬼????????? ????-鬼龜?叫?龜叫? ?? ?鬼???? LPCVD SI?N4-鬼??赳 ??赳 RERAM'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,1010.0
10.1557/opl.2013.669,None,['MRS Proceedings'],['Memory Characteristics of Filament Confined in Tiny ReRAM Structure'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,10.0,3.0,3.0,1.0,1.0,1.0,1011.0
10.1557/adv.2019.316,Springer,['MRS Advances'],['Two modes of bipolar resistive switching characteristics in asymmetric TaOx-based ReRAM cells'],,crossref,,,html,pdf,,,O,O,,Scihub,O,10.0,4.0,4.0,1.0,1.0,1.0,1012.0
10.1016/j.carbon.2021.12.057,None,['Carbon'],['Heterostructure carbon-packed MoSSe nanospheres for flexible ReRAM and synapse devices'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,1013.0
10.1109/tetci.2022.3191397,IEEE,['IEEE Transactions on Emerging Topics in Computational Intelligence'],['Accurate and Energy-Efficient Bit-Slicing for RRAM-Based Neural Networks'],,crossref,,,html,pdf,,,O,O,,Scihub,X,0.0,0.0,0.0,1.0,1.0,0.0,1014.0
10.1038/s41928-022-00815-w,Nature,['Nature Electronics'],['Multiple ReRAM on a chip increases compute density'],,crossref,,,html,pdf,,,O,X,,,X,13.0,0.0,0.0,1.0,0.0,0.0,1015.0
10.1016/j.mee.2019.04.018,None,['Microelectronic Engineering'],['Performance improvement of chip-level CMOS-integrated ReRAM cells through material optimization'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,25.0,8.0,8.0,1.0,1.0,1.0,1016.0
10.1149/ma2013-02/31/2160,None,['ECS Meeting Abstracts'],['The Role of Electrochemical Interfaces in ReRAM memory cells'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,1017.0
10.1016/j.neucom.2019.09.082,None,['Neurocomputing'],['A scalable and reconfigurable in-memory architecture for ternary deep spiking neural network with ReRAM based neurons'],,crossref,,,pdf,pdf,,,O,O,,Scihub,X,44.0,0.0,0.0,1.0,1.0,0.0,1018.0
10.1587/elex.15.20180868,None,['IEICE Electronics Express'],['Atomistic study of SiN based ReRAM with high program/erase cycle endurance'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,13.0,6.0,6.0,1.0,1.0,1.0,1019.0
10.21883/ftt.2022.07.52574.280,None,['圭龜鈞龜克逵 ?勻筠?畇棘均棘 ?筠剋逵'],['鬼棘勻劇筠??戟棘筠 XPS- 龜 AFM-龜??剋筠畇棘勻逵戟龜筠 極剋筠戟棘克 棘克?龜畇逵 克?筠劇戟龜? ? 極?龜劇筠??? ?龜戟克逵 畇剋? ReRAM ????棘橘??勻'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,1020.0
10.1016/j.mee.2012.07.052,None,['Microelectronic Engineering'],['Resistive-switching behavior in Ti/Si3N4/Ti memory structures for ReRAM applications'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,9.0,4.0,4.0,1.0,1.0,1.0,1021.0
10.1149/1.3096553,None,['ECS Transactions'],['Resistive Switching Characteristics of MnOx-based ReRAM'],,crossref,,,pdf,pdf,,,O,O,,Scihub,X,7.0,0.0,0.0,1.0,1.0,0.0,1022.0
10.1109/access.2020.3003982,IEEE,['IEEE Access'],['ReGra: Accelerating Graph Traversal Applications Using ReRAM With Lower Communication Cost'],,crossref,,,html,html,,,O,X,,,X,174.0,19.0,18.0,1.0,0.0,0.947368421,1023.0
10.22184/1993-8578.2020.13.4s.322.323,None,['NANOINDUSTRY Russia'],['葵???????????鬼???赳 ???赳龜糾 RERAM ?????? ????????赳'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,1024.0
10.1088/0268-1242/29/10/104004,None,['Semiconductor Science and Technology'],"['TiO<sub>2</sub>-based memristors and ReRAM: materials, mechanisms and models (a review)']",,crossref,,,pdf,pdf,,,O,O,,Scihub,X,34.0,0.0,0.0,1.0,1.0,0.0,1025.0
10.11591/ijeecs.v19.i3.pp1204-1209,None,['Indonesian Journal of Electrical Engineering and Computer Science'],['A self-rectifying memristor model for simulation and ReRAM applications'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,1026.0
10.1557/adv.2017.23,Springer,['MRS Advances'],['Ion Beam Etch for Patterning of Resistive RAM (ReRAM) Devices'],,crossref,,,html,pdf,,,O,O,,Scihub,O,10.0,4.0,4.0,1.0,1.0,1.0,1027.0
10.1016/j.sse.2021.108208,None,['Solid-State Electronics'],['Switching characteristic of fabricated nonvolatile bipolar resistive switching memory (ReRAM) using PEDOT: PSS/GO'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,1028.0
10.1038/srep39510,Nature,['Scientific Reports'],['Investigation of switching mechanism in HfOx-ReRAM under low power and conventional operation modes'],,crossref,,,html,html,,,O,X,,,X,33.0,9.0,9.0,1.0,0.0,1.0,1029.0
10.1063/5.0096679,AIP,['Applied Physics Letters'],['Multifunctionality in ferromagnetic shape memory alloy-based resistive switching memory for flexible ReRAM application'],,crossref,,,html,html,,,O,X,,,X,16.0,3.0,3.0,1.0,0.0,1.0,1030.0
10.1149/05807.0189ecst,None,['ECS Transactions'],['(Invited) The Role of Electrochemical Interfaces in ReRAM Memory Cells'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,10.0,1.0,1.0,1.0,1.0,1.0,1031.0
10.1016/j.microrel.2016.07.096,None,['Microelectronics Reliability'],['Impact of resistive paths on NVM array reliability: Application to Flash    amp; ReRAM memories'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,46.0,12.0,12.0,1.0,1.0,1.0,1032.0
10.1039/c6tc03509d,RSC,['Journal of Materials Chemistry C'],['A mechanistic study on graphene-based nonvolatile ReRAM devices'],,crossref,,,html,html,,,O,X,,,X,40.0,25.0,25.0,1.0,0.0,1.0,1033.0
10.1149/ma2009-02/25/2147,None,['ECS Meeting Abstracts'],['Transition Metal Binary Oxides for ReRAM Applications'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,1034.0
10.1109/access.2020.3044496,IEEE,['IEEE Access'],['A Novel ReRAM-Based Architecture of Field Sequential Color Driver for High-Resolution LCoS Displays'],,crossref,,,html,html,,,O,X,,,X,96.0,14.0,11.0,1.0,0.0,0.7857142859999999,1035.0
10.1149/ma2016-02/16/1458,None,['ECS Meeting Abstracts'],['Magnetic Conductive Filament Formed in the Reram Device with Ferromagnetic Electrode'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,1036.0
10.29279/kostet.2021.26.2.33,None,['Korean Society of Technical Education and Training'],['Improving Uniformity of ReRAM Devices by Ag-Nanocrystal Doping'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,1037.0
10.1149/05805.0019ecst,None,['ECS Transactions'],['In Situ TEM Observation of Cu/MoOx ReRAM Switching'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,8.0,5.0,5.0,1.0,1.0,1.0,1038.0
10.1149/07532.0065ecst,None,['ECS Transactions'],['Magnetic Conductive Filament Formed in the ReRAM Device with Ferromagnetic Electrode'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,11.0,4.0,4.0,1.0,1.0,1.0,1039.0
10.1016/j.mejo.2016.06.004,None,['Microelectronics Journal'],['Corrigendum to ?섃쁀 Multilevel Memristor-CMOS memory cell as A ReRAM?쇺?[Microelectron. J. 46 (2015) 1283??290]'],,crossref,,,pdf,pdf,,,O,O,,Scihub,X,0.0,0.0,0.0,1.0,1.0,0.0,1040.0
10.1149/ma2014-02/42/2052,None,['ECS Meeting Abstracts'],['Reason and Role of Atomic Layer Deposition for PCRAM and ReRAM Films'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,1041.0
10.1557/opl.2012.330,None,['MRS Proceedings'],['Insight into Distribution and Switching of ReRAM Filaments Based on Variation Analysis of Memory Characteristics'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,14.0,3.0,3.0,1.0,1.0,1.0,1042.0
10.35848/1347-4065/ab709d,None,['Japanese Journal of Applied Physics'],['Filamentary switching of ReRAM investigated by in-situ TEM'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,33.0,12.0,12.0,1.0,1.0,1.0,1043.0
10.1109/tnano.2019.2922363,IEEE,['IEEE Transactions on Nanotechnology'],['Reducing Hibernation Energy and Degradation in Bipolar ReRAM-Based Non-Volatile Processors'],,crossref,,,html,html,,,O,X,,,X,92.0,23.0,18.0,1.0,0.0,0.7826086959999999,1044.0
10.1149/1.3206640,None,['ECS Transactions'],['Transition Metal Binary Oxides for ReRAM Applications'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,23.0,1.0,1.0,1.0,1.0,1.0,1045.0
10.1088/1674-4926/35/10/104007,None,['Journal of Semiconductors'],['Simulation study of conductive filament growth dynamics in oxide-electrolyte-based ReRAM'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,17.0,5.0,5.0,1.0,1.0,1.0,1046.0
10.1149/ma2015-02/29/1107,None,['ECS Meeting Abstracts'],['(Invited) Visualization of Conductive Filament of ReRAM during Resistive Switching by in-situ0TEM'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,1047.0
10.1088/0268-1242/31/8/085009,None,['Semiconductor Science and Technology'],['A new bias scheme for a low power consumption ReRAM crossbar array'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,15.0,3.0,3.0,1.0,1.0,1.0,1048.0
10.1149/ma2014-02/46/2153,None,['ECS Meeting Abstracts'],['Surface Roughness Influences on the ZnO Reram'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,1049.0
10.1002/(sici)1097-4555(199607)27:7<519::aid-jrs994>3.0.co;2-4,Wiley,['Journal of Raman Spectroscopy'],['Remote Laser Raman Microscopy (ReRaM). 1-Design and Testing of a Confocal Microprobe'],,crossref,,,html,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,1050.0
10.1149/06910.0299ecst,None,['ECS Transactions'],['(Invited) Visualization of Conductive Filament of ReRAM during Resistive Switching by in-situ TEM'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,9.0,3.0,3.0,1.0,1.0,1.0,1051.0
10.1149/ma2022-01291296mtgabs,None,['ECS Meeting Abstracts'],['Defect-Engineered Composite Hf-Ta Anodic Memristors for Reram Applications'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,1052.0
10.4313/jkem.2014.27.8.491,None,['Journal of the Korean Institute of Electrical and Electronic Material Engineers'],['Improved Uniformity of Resistive Switching Characteristics in Ge<sub>0.5</sub>Se<sub>0.5</sub>-based ReRAM Device Using the Ag Nanocrystal'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,1053.0
10.1149/ma2013-02/27/1991,None,['ECS Meeting Abstracts'],['Solid-State Reactions in Resistive Random Access Memory (ReRAM) Induced By Electric Filed and Process Atmosphere'],,crossref,,,pdf,pdf,,,O,O,,Scihub,X,3.0,0.0,0.0,1.0,1.0,0.0,1054.0
10.1149/ma2013-02/27/1992,None,['ECS Meeting Abstracts'],['In-situ TEM Observation of Cu/MoOx ReRAM Switching'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,3.0,2.0,2.0,1.0,1.0,1.0,1055.0
10.1007/s10825-017-1046-z,Springer,['Journal of Computational Electronics'],['General considerations and implications of isolated oxygen vacancies in oxide-based filamentary ReRAM devices'],,crossref,,,html,html,,,O,X,,,X,27.0,9.0,9.0,1.0,0.0,1.0,1056.0
10.26599/tst.2019.9010070,None,['Tsinghua Science and Technology'],['XB-SIM?? A simulation framework for modeling and exploration of ReRAM-based CNN acceleration design'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,84.0,1.0,1.0,1.0,1.0,1.0,1057.0
10.1063/1.5045723,AIP,['Applied Physics Letters'],['Origin of tri-state resistive switching characteristics in SiCN thin films for high-temperature ReRAM applications'],,crossref,,,html,html,,,O,X,,,X,12.0,3.0,3.0,1.0,0.0,1.0,1058.0
10.1002/adma.201202592,Wiley,['Advanced Materials'],['Comment on<i>Real-Time Observation on Dynamic Growth/Dissolution of Conductive Filaments in Oxide-Electrolyte- Based ReRAM</i>'],,crossref,,,html,pdf,,,O,O,,Scihub,O,15.0,1.0,1.0,1.0,1.0,1.0,1059.0
10.1149/ma2012-02/3/252,None,['ECS Meeting Abstracts'],['Scalable Non-Volatile Memory and Switch Device for High-Density Bipolar ReRAM Applications'],,crossref,,,pdf,pdf,,,O,O,,Scihub,X,4.0,0.0,0.0,1.0,1.0,0.0,1060.0
10.1149/1.3633061,None,['ECS Transactions'],['(Invited) Synchrotron Radiation Nano-Spectroscopy of Dielectrics for LSI and ReRAM'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,7.0,6.0,6.0,1.0,1.0,1.0,1061.0
10.1016/j.mee.2007.04.042,None,['Microelectronic Engineering'],['Resistive switching in a Pt/TiO2/Pt thin film stack ??a candidate for a non-volatile ReRAM'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,13.0,5.0,5.0,1.0,1.0,1.0,1062.0
10.1149/ma2012-02/37/2803,None,['ECS Meeting Abstracts'],['Scalable Non-volatile Memory and Switch Device for High-Density Bipolar ReRAM Applications'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,1063.0
10.1149/ma2019-02/27/1234,None,['ECS Meeting Abstracts'],['Parasitic Cell-to-Cell Heat Transfer in Reram Arrays and Thermally Induced Memory Cell Performance Degradation'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,1064.0
10.2991/ijndc.2015.3.3.4,None,['International Journal of Networked and Distributed Computing'],['Effective Management of ReRAM-based Hybrid SSD for Multiple Node HDFS'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,1065.0
10.1109/ted.2017.2681104,IEEE,['IEEE Transactions on Electron Devices'],['Analytic Modeling for Nanoscale Resistive Filament Variation in ReRAM With Stochastic Differential Equation'],,crossref,,,html,html,,,O,X,,,X,42.0,6.0,6.0,1.0,0.0,1.0,1066.0
10.1002/pssr.201409531,Wiley,['physica status solidi (RRL) - Rapid Research Letters'],['Dynamic moderation of an electric field using a SiO<sub>2</sub>switching layer in TaO<i><sub>x</sub></i>-based ReRAM'],,crossref,,,html,pdf,,,O,O,,Scihub,O,20.0,4.0,4.0,1.0,1.0,1.0,1067.0
10.1149/ma2014-02/42/2048,None,['ECS Meeting Abstracts'],['Ovonic Threshold Switching Selection Device Based on Chalcogenide ZnTe for Cross-Point ReRAM Device'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,1068.0
10.1016/j.sysarc.2021.102123,None,['Journal of Systems Architecture'],['An efficient highly parallelized ReRAM-based architecture for motion estimation of HEVC'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,61.0,3.0,3.0,1.0,1.0,1.0,1069.0
10.1088/1742-6596/109/1/012017,None,['Journal of Physics: Conference Series'],['Transport properties of anodic porous alumina for ReRAM'],,crossref,,,pdf,pdf,,,O,O,,Scihub,X,6.0,0.0,0.0,1.0,1.0,0.0,1070.0
10.1149/06903.0111ecst,None,['ECS Transactions'],['Resistance Switching Phenomenon Associated with Anisotropic Magnetoresistance of  the ReRAM Device with Ferromagnetic Electrodes'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,6.0,2.0,2.0,1.0,1.0,1.0,1071.0
10.1109/tnano.2015.2403772,IEEE,['IEEE Transactions on Nanotechnology'],['Read Challenges in Crossbar Memories With Nanoscale Bidirectional Diodes and ReRAM Devices'],,crossref,,,html,html,,,O,X,,,X,52.0,13.0,12.0,1.0,0.0,0.923076923,1072.0
10.1380/vss.61.766,None,['Vacuum and Surface Science'],['In-situ TEM of Nanoscale ReRAM Devices'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,1073.0
10.1109/tr.2019.2910793,IEEE,['IEEE Transactions on Reliability'],['Vulnerabilities and Reliability of ReRAM Based PUFs and Memory Logic'],,crossref,,,html,html,,,O,X,,,X,66.0,17.0,15.0,1.0,0.0,0.882352941,1074.0
10.1088/1361-6641/aa6124,None,['Semiconductor Science and Technology'],['Review of radiation effects on ReRAM devices and technology'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,115.0,14.0,14.0,1.0,1.0,1.0,1075.0
10.1039/c8fd00106e,RSC,['Faraday Discussions'],['Impact of oxide and electrode materials on the switching characteristics of oxide ReRAM devices'],,crossref,,,html,html,,,O,X,,,X,30.0,8.0,8.0,1.0,0.0,1.0,1076.0
10.1109/tvlsi.2021.3139530,IEEE,['IEEE Transactions on Very Large Scale Integration (VLSI) Systems'],['Online Fault Detection in ReRAM-Based Computing Systems for Inferencing'],,crossref,,,html,html,,,O,X,,,X,120.0,24.0,18.0,1.0,0.0,0.75,1077.0
10.1149/ma2015-02/16/774,None,['ECS Meeting Abstracts'],['Resistance Switching Phenomenon Associated with Anisotropic Magnetoresistance of0 the ReRAM Device with Ferromagnetic Electrodes'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,1078.0
10.1109/tc.2020.2964671,IEEE,['IEEE Transactions on Computers'],['Crossbar-Constrained Technology Mapping for ReRAM Based In-Memory Computing'],,crossref,,,html,html,,,O,X,,,X,217.0,22.0,20.0,1.0,0.0,0.909090909,1079.0
10.1149/ma2016-02/16/1489,None,['ECS Meeting Abstracts'],['Silicon Oxide Reram Device'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,1080.0
10.1016/j.mee.2017.04.039,None,['Microelectronic Engineering'],['Effect of the voltage ramp rate on the set and reset voltages of ReRAM devices'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,14.0,7.0,7.0,1.0,1.0,1.0,1081.0
10.1145/3453163,None,['ACM Journal on Emerging Technologies in Computing Systems'],['Parallel Computing of Graph-based Functions in ReRAM'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,1082.0
10.22184/1993-8578.2021.14.7s.664.665,None,['Nanoindustry Russia'],['?????鬼龜???竅? 鬼龜?叫?龜叫?竅 ?? ?鬼???? 葵???龜??奎???槻?鬼???? ??鬼??? 龜?龜??? ??赳 RERAM ? ????????圭?竅奎 ??????????'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,1083.0
10.1109/led.2013.2265715,IEEE,['IEEE Electron Device Letters'],['Current Compliance-Dependent Nonlinearity in rm TiO_2 ReRAM'],,crossref,,,html,html,,,O,X,,,X,21.0,6.0,4.0,1.0,0.0,0.666666667,1084.0
10.4028/www.scientific.net/amr.721.194,None,['Advanced Materials Research'],['Effects of Film Thickness on Resistive Switching Characteristics of ZnO Based ReRAM'],,crossref,,,pdf,pdf,,,O,O,,Scihub,X,6.0,0.0,0.0,1.0,1.0,0.0,1085.0
10.1587/transele.2019ecp5046,None,['IEICE Transactions on Electronics'],['Co-Design of Binary Processing in Memory ReRAM Array and DNN Model Optimization Algorithm'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,1086.0
10.1088/1742-6596/2015/1/012009,None,['Journal of Physics: Conference Series'],['Large-scale ReRAM device based on HKUST-1 thin film'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,1087.0
10.1557/opl.2012.1103,None,['MRS Proceedings'],['First-principles investigation of the conductive filament configuration in rutile TiO<sub>2-x</sub> ReRAM'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,17.0,2.0,2.0,1.0,1.0,1.0,1088.0
10.1016/j.chaos.2020.110385,None,"['Chaos, Solitons    amp; Fractals']",['Probabilistic memristive networks: Application of a master equation to networks of binary ReRAM cells'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,89.0,2.0,2.0,1.0,1.0,1.0,1089.0
10.1016/j.proeng.2012.03.060,None,['Procedia Engineering'],['Developmental Mechanism for the Memory Effect in Perovskite Oxide-Based ReRAM Consisting of Bi2Sr2CaCu2O8+灌 Bulk Single Crystal'],,crossref,,,pdf,pdf,,,O,O,,Scihub,X,13.0,0.0,0.0,1.0,1.0,0.0,1090.0
10.4028/www.scientific.net/amm.401-403.586,None,['Applied Mechanics and Materials'],['Bipolar Resistive Switching Characteristics of CeO   lt;sub   gt;2   lt;/sub   gt; Film Based ReRAM'],,crossref,,,pdf,pdf,,,O,O,,Scihub,X,5.0,0.0,0.0,1.0,1.0,0.0,1091.0
10.1109/ted.2012.2202237,IEEE,['IEEE Transactions on Electron Devices'],['Ultrafast Resistive-Switching Phenomena Observed in NiN-Based ReRAM Cells'],,crossref,,,html,html,,,O,X,,,X,25.0,5.0,5.0,1.0,0.0,1.0,1092.0
